Area-PFm;9.4;Area-PFm_r_N10_nlin2MNI152ASYM2009C_9.4_publicP_7744d3d7dd11136dec4dfa32df9e98dc.nii.gz
Area-PFop;9.4;Area-PFop_l_N10_nlin2MNI152ASYM2009C_9.4_publicP_aea8b01da2b34eb6fa55f23c761581d5.nii.gz
Area-PFop;9.4;Area-PFop_r_N10_nlin2MNI152ASYM2009C_9.4_publicP_41de808eea08d56348e1d2f33089b7ac.nii.gz
Area-PFt;9.4;Area-PFt_l_N10_nlin2MNI152ASYM2009C_9.4_publicP_196a3fbe66f24e12f85b801f217e9e88.nii.gz
Area-PFt;9.4;Area-PFt_r_N10_nlin2MNI152ASYM2009C_9.4_publicP_e8b0b9809b9b9e92932b6738621f10d0.nii.gz
Area-PGa;9.4;Area-PGa_l_N10_nlin2MNI152ASYM2009C_9.4_publicP_190313f13b5be1ab12e3158849d67f82.nii.gz
Area-PGa;9.4;Area-PGa_r_N10_nlin2MNI152ASYM2009C_9.4_publicP_864b3f1663b099d6b9b022759037adac.nii.gz
Area-PGp;9.4;Area-PGp_l_N10_nlin2MNI152ASYM2009C_9.4_publicP_a7606ad6aee9b211e12791da1702a93d.nii.gz
Area-PGp;9.4;Area-PGp_r_N10_nlin2MNI152ASYM2009C_9.4_publicP_00fe0dd5eeb34102151c9d02db4ec9ca.nii.gz
Area-Ia;3.1;Area-Ia_l_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_82ae272cff90aef08afd2f7fb796f40e.nii.gz
Area-Ia;3.1;Area-Ia_r_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_2001e265fbf36fe21323579916ec35d7.nii.gz
Area-Id1;13.1;Area-Id1_l_N10_nlin2MNI152ASYM2009C_13.1_publicP_8fd97fb76a5736128c1f7ad16bc0bba7.nii.gz
Area-Id1;13.1;Area-Id1_r_N10_nlin2MNI152ASYM2009C_13.1_publicP_22d1122a51e8085a153bbda7b57de10f.nii.gz
Area-Id2;7.1;Area-Id2_l_N10_nlin2MNI152ASYM2009C_7.1_publicDOI_83c4dfd4ac3d01dbce9a696fbc418124.nii.gz
Area-Id2;7.1;Area-Id2_r_N10_nlin2MNI152ASYM2009C_7.1_publicDOI_c8f78e38eec802f428060a847fb77118.nii.gz
Area-Id3;7.1;Area-Id3_l_N10_nlin2MNI152ASYM2009C_7.1_publicDOI_4183413d4e9740092c93a75daa233a33.nii.gz
Area-Id3;7.1;Area-Id3_r_N10_nlin2MNI152ASYM2009C_7.1_publicDOI_23896ccfb293ffb00655173710393425.nii.gz
Area-Id4;3.1;Area-Id4_l_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_b4605e532cf2ddd5bb8a549a27a3d224.nii.gz
Area-Id4;3.1;Area-Id4_r_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_ca7977b46ea8dacc94ae5efdb8f127f2.nii.gz
Area-Id5;3.1;Area-Id5_l_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_b017893b746f8107ea45c8dd6dd92e7d.nii.gz
Area-Id5;3.1;Area-Id5_r_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_e9c3f8ddd0a93269dbb6f347d83d7220.nii.gz
Area-Id6;3.1;Area-Id6_l_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_a24f1497b3c7e15ff0df6dc65967beea.nii.gz
Area-Id6;3.1;Area-Id6_r_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_9d98a323562de7f0053327affa3519ea.nii.gz
Area-Id7;6.1;Area-Id7_l_N10_nlin2MNI152ASYM2009C_6.1_publicDOI_77c72f55136958fe2d3168d19f6cc69e.nii.gz
Area-Id7;6.1;Area-Id7_r_N10_nlin2MNI152ASYM2009C_6.1_publicDOI_b7994a6629e3fb63058d69215d70ced6.nii.gz
Area-Ig1;13.1;Area-Ig1_l_N10_nlin2MNI152ASYM2009C_13.1_publicP_587f0b9e256010a2e3bdbb7321aa7063.nii.gz
Area-Ig1;13.1;Area-Ig1_r_N10_nlin2MNI152ASYM2009C_13.1_publicP_5e914ba86784db502460ab86dd84ead1.nii.gz
Area-Ig2;13.1;Area-Ig2_l_N10_nlin2MNI152ASYM2009C_13.1_publicP_2f60f8bc943649eba1c2b6d6a8e7b76f.nii.gz
Area-Ig2;13.1;Area-Ig2_r_N10_nlin2MNI152ASYM2009C_13.1_publicP_d1dc679859b9235ea015e69295eff00b.nii.gz
Area-Ig3;3.1;Area-Ig3_l_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_de373a6a61a7755d08d8459035c60c2f.nii.gz
Area-Ig3;3.1;Area-Ig3_r_N10_nlin2MNI152ASYM2009C_3.1_publicDOI_1cf0bbdbabb02bd161e078d6a0629b26.nii.gz
Area-4a;9.4;Area-4a_l_N10_nlin2MNI152ASYM2009C_9.4_publicP_17bc2f4274717d28cd6e8d08701b2bdd.nii.gz
Area-4a;9.4;Area-4a_r_N10_nlin2MNI152ASYM2009C_9.4_publicP_90149db59e88b8e1fdea70d936179775.nii.gz
Area-4p;9.4;Area-4p_l_N10_nlin2MNI152ASYM2009C_9.4_publicP_bbb57aac5d0640f9bafae67c4848120b.nii.gz
Area-4p;9.4;Area-4p_r_N10_nlin2MNI152ASYM2009C_9.4_publicP_a9f9d000c1f6ad6deea97b6ec7f3150a.nii.gz
Area-Fo1;3.4;Area-Fo1_l_N10_nlin2MNI152ASYM2009C_3.4_publicP_3f65ae3b2e9cf7d862d67dd48ced0067.nii.gz
Area-Fo1;3.4;Area-Fo1_r_N10_nlin2MNI152ASYM2009C_3.4_publicP_0e315b68d3ba62f57d760ca648b34bc6.nii.gz
Area-Fo2;3.4;Area-Fo2_l_N10_nlin2MNI152ASYM2009C_3.4_publicP_cbed881ad492f9448377c5e30612c534.nii.gz
Area-Fo2;3.4;Area-Fo2_r_N10_nlin2MNI152ASYM2009C_3.4_publicP_c6b99dffe93a19000672e69c1628896c.nii.gz
Area-Fo3;3.4;Area-Fo3_l_N10_nlin2MNI152ASYM2009C_3.4_publicP_43d37db34f1d5f00cea00d28ac14694d.nii.gz
Area-Fo3;3.4;Area-Fo3_r_N10_nlin2MNI152ASYM2009C_3.4_publicP_ce007eae721e0c172d39d4d73924dce0.nii.gz
Area-Fo4;2.1;Area-Fo4_l_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_ee49548d3509e1ed845a5b3860fb55d7.nii.gz
Area-Fo4;2.1;Area-Fo4_r_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_e2ae980f72cc8fd4ef8f60894232bc9f.nii.gz
Area-Fo5;2.1;Area-Fo5_l_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_ed0cd8cc22de8e12680a870972d4c3cf.nii.gz
Area-Fo5;2.1;Area-Fo5_r_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_f001b1a0a4db463820cfb06642e13d35.nii.gz
Area-Fo6;2.1;Area-Fo6_l_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_811494bcb4eed3bab7d10015dbae2ea2.nii.gz
Area-Fo6;2.1;Area-Fo6_r_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_264107f92b6685a02b94a372d9d2e16d.nii.gz
Area-Fo7;2.1;Area-Fo7_l_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_99b4ea0d9495a68775755f1c160193d2.nii.gz
Area-Fo7;2.1;Area-Fo7_r_N10_nlin2MNI152ASYM2009C_2.1_publicDOI_d566c2c09ce7f85a3ba2b89001bc9a5b.nii.gz
Area-OP1;11.0;Area-OP1_l_N10_nlin2MNI152ASYM2009C_11.0_publicP_0b6f5da8dbf21efccae79f5ed4585449.nii.gz
Area-OP1;11.0;Area-OP1_r_N10_nlin2MNI152ASYM2009C_11.0_publicP_d313b6c63e35fac1fdb886b4fc00d35a.nii.gz
Area-OP2;11.0;Area-OP2_l_N10_nlin2MNI152ASYM2009C_11.0_publicP_fddb12a6183c72c638e38437d2f9a930.nii.gz
Area-OP2;11.0;Area-OP2_r_N10_nlin2MNI152ASYM2009C_11.0_publicP_f17ac7cb64cdcf4b11f1cee835c6eb88.nii.gz
Area-OP3;11.0;Area-OP3_l_N10_nlin2MNI152ASYM2009C_11.0_publicP_340f8c791a82f35c39c3952e25f1c56c.nii.gz
Area-OP3;11.0;Area-OP3_r_N10_nlin2MNI152ASYM2009C_11.0_publicP_c45841161e2bf8ff22d0c19cb9c9f8f5.nii.gz
Area-OP4;11.0;Area-OP4_l_N10_nlin2MNI152ASYM2009C_11.0_publicP_0a38c8123ad8672a10827968a781269d.nii.gz
Area-OP4;11.0;Area-OP4_r_N10_nlin2MNI152ASYM2009C_11.0_publicP_d0308e366a39e416fd80f1bd8f98e927.nii.gz
Area-OP5;2.0;Area-OP5_l_N10_nlin2MNI152ASYM2009C_2.0_publicDOI_62516f5d355d0145d2e542c2fe660ad4.nii.gz
Area-OP5;2.0;Area-OP5_r_N10_nlin2MNI152ASYM2009C_2.0_publicDOI_63077b250a5668e7b64012cd9430f7bc.nii.gz
Area-OP6;2.0;Area-OP6_l_N10_nlin2MNI152ASYM2009C_2.0_publicDOI_4c02222c64a113912419e4d34a1c7c31.nii.gz
Area-OP6;2.0;Area-OP6_r_N10_nlin2MNI152ASYM2009C_2.0_publicDOI_0e4d3408bc5e01544f1fc0037262d441.nii.gz
Area-OP7;2.0;Area-OP7_l_N10_nlin2MNI152ASYM2009C_2.0_publicDOI_7c8d86dfb5adc7a60525dd1ef622f0d7.nii.gz
Area-OP7;2.0;Area-OP7_r_N10_nlin2MNI152ASYM2009C_2.0_publicDOI_7ae75fe644245ca86c4e098c07c1ccb4.nii.gz
Area-OP8;5.1;Area-OP8_l_N10_nlin2MNI152ASYM2009C_5.1_publicDOI_725490a41290082fd0406891b18c2f10.nii.gz
Area-OP8;5.1;Area-OP8_r_N10_nlin2MNI152ASYM2009C_5.1_publicDOI_a53f9e65791a7fc3c2f94e4f9eb04e5f.nii.gz
Area-OP9;5.1;Area-OP9_l_N10_nlin2MNI152ASYM2009C_5.1_publicDOI_c2e38793e7e6c6648b241e234c2f3013.nii.gz
Area-OP9;5.1;Area-OP9_r_N10_nlin2MNI152ASYM2009C_5.1_publicDOI_58c533e6118efe6463248b5df86986e2.nii.gz
Area-hIP4;7.1;Area-hIP4_l_N10_nlin2MNI152ASYM2009C_7.1_publicP_faadb07d847ce7318d729811059935eb.nii.gz
Area-hIP4;7.1;Area-hIP4_r_N10_nlin2MNI152ASYM2009C_7.1_publicP_72d59a1cc003656e0ba71e48aad28950.nii.gz
Area-hIP5;7.1;Area-hIP5_l_N10_nlin2MNI152ASYM2009C_7.1_publicP_e131e130461cf9631204f54d738bf923.nii.gz
Area-hIP5;7.1;Area-hIP5_r_N10_nlin2MNI152ASYM2009C_7.1_publicP_713fc12a33cacbcca86eacf0821d326e.nii.gz
Area-hIP6;7.1;Area-hIP6_l_N10_nlin2MNI152ASYM2009C_7.1_publicP_52fe8b653ebdbbb6def426d765942f8f.nii.gz
Area-hIP6;7.1;Area-hIP6_r_N10_nlin2MNI152ASYM2009C_7.1_publicP_388c3d08692a0e43327973057b801b37.nii.gz
Area-hIP7;7.1;Area-hIP7_l_N10_nlin2MNI152ASYM2009C_7.1_publicP_0695ebb7c2f960eec12ba4b491d3cb2c.nii.gz
Area-hIP7;7.1;Area-hIP7_r_N10_nlin2MNI152ASYM2009C_7.1_publicP_6876cf09371326c654a23427dda0ed56.nii.gz
Area-hIP8;7.1;Area-hIP8_l_N10_nlin2MNI152ASYM2009C_7.1_publicP_dd13da17967ad5c4e59f7d887c02f89e.nii.gz
Area-hIP8;7.1;Area-hIP8_r_N10_nlin2MNI152ASYM2009C_7.1_publicP_5a5216536bf29e9ded8441ec9a1ffb5d.nii.gz
Area-hPO1;7.1;Area-hPO1_l_N10_nlin2MNI152ASYM2009C_7.1_publicP_3267beea2dae8de576b23398001f8f64.nii.gz
Area-hPO1;7.1;Area-hPO1_r_N10_nlin2MNI152ASYM2009C_7.1_publicP_c996c168dda5ef3a740255dd0cd69fbb.nii.gz
Area-1;8.4;Area-1_l_N10_nlin2MNI152ASYM2009C_8.4_publicP_e9d35fcf716b9d797178b2bfb330b244.nii.gz
Area-1;8.4;Area-1_r_N10_nlin2MNI152ASYM2009C_8.4_publicP_34d91213c789704d9a94e3224dceb98d.nii.gz
